省份, 城市, 商圈, 具体位置, 服务
湖北省,武汉市,光谷大悦城,市辖区东湖高新技术开发区武汉大悦城购物中心B1-13号店铺,"点唱机,手机点餐"
湖北省,武汉市,大智荟,武汉轨道交通1号线大智门艺术中心物业DZM1-04号商铺物业,手机点餐
湖北省,武汉市,武汉万象城,"台北路华为旗舰店入口进去手扶梯直接负一楼,建设大道和台北路交汇处的武汉万象城FB112号商铺",手机点餐
湖北省,武汉市,湖北中医药大学,武汉轨道交通5号线中医药大学站01号商铺物业,手机点餐
湖北省,武汉市,武汉工程科技学院,熊廷弼路特8号武工院学生事务中心一楼,"点唱机,手机点餐"
湖北省,武汉市,大智荟,武汉轨道交通1号线大智门艺术中心物业DZM1-04号商铺物业,手机点餐
湖北省,武汉市,湖北中医药大学,武汉轨道交通5号线中医药大学站01号商铺物业,手机点餐
湖北省,武汉市,武汉万象城,"台北路华为旗舰店入口进去手扶梯直接负一楼,建设大道和台北路交汇处的武汉万象城FB112号商铺",手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司沙湖公园临时,公正路沙湖公园C区,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司沌口体育中心,车城北路58号,"火车站店,手机点餐"
湖北省,荆门市,百胜餐饮(武汉)有限公司京山联合广场临时,新市镇人民大道南侧联合广场一层,"汽车穿梭店,手机点餐"
湖北省,武汉市,武汉国博中心临时,鹦鹉大道619号武汉国际博览中心,"24小时,手机点餐"
湖北省,武汉市,武汉国博中心临时,鹦鹉大道619号武汉国际博览中心,"24小时,手机点餐"
湖北省,荆门市,百胜餐饮(武汉)有限公司京山联合广场临时,新市镇人民大道南侧联合广场一层,"汽车穿梭店,手机点餐"
湖北省,武汉市,百胜餐饮(武汉)有限公司沌口体育中心,车城北路58号,"火车站店,手机点餐"
湖北省,武汉市,百胜餐饮(武汉)有限公司竹叶山,黄孝河路49号圆梦圆国际广场(竹叶山中百仓储)18572833516,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司汉口江滩KCOFFEE,汉口江滩二期沿江步道34号,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司汉口江滩KCOFFEE,汉口江滩二期沿江步道34号,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司竹叶山,黄孝河路49号圆梦圆国际广场(竹叶山中百仓储)18572833516,手机点餐
湖北省,宜昌市,百胜餐饮(武汉)有限公司雅斯,夷陵路51号宜昌雅斯广场一层,手机点餐
湖北省,宜昌市,百胜餐饮(武汉)有限公司雅斯,夷陵路51号宜昌雅斯广场一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司省人民医院,武汉歌笛湖印象里一层01-05/19号商铺,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司省人民医院,武汉歌笛湖印象里一层01-05/19号商铺,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司解放公园KCOFFEE,解放公园内（齐云轩商亭后部）,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司解放公园KCOFFEE,解放公园内（齐云轩商亭后部）,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司黄浦路,解放大道1340号（常阳永清城）B商铺1层,"点唱机,手机点餐"
湖北省,武汉市,百胜餐饮(武汉)有限公司黄浦路,解放大道1340号（常阳永清城）B商铺1层,"点唱机,手机点餐"
湖北省,宜昌市,百胜餐饮(武汉)有限公司金猇广场,金猇路88号一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司铁机西路,铁机西路九号一层,手机点餐
湖北省,荆州市,百胜餐饮(武汉)有限公司松滋桐乐湾,杨家冲路8号桐乐湾一层:19008657986,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司向阳东路,洲头鹦鹉大道530号前进生鲜购物广场一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司盘龙壳牌加油站,环湖路与畅谷二路交叉口,
湖北省,武汉市,百胜餐饮(武汉)有限公司云尚广场,中山大道386--396号云尚武汉国际中心A016号商铺,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司东西湖中百,吴家山台商投资区综合楼房1层,手机点餐
湖北省,荆州市,百胜餐饮(武汉)有限公司洪湖购物公园,宏伟南路60号洪湖购物公园6栋1单元1-1164商铺一层,"点唱机,店内参观,手机点餐"
湖北省,武汉市,百胜餐饮(武汉)有限公司百瑞景,中南路街武珞路586号商业街2号楼2-4-6号一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司野芷湖地铁站,地铁7号线野芷湖站,
湖北省,荆州市,百胜餐饮(武汉)有限公司洪湖购物公园,宏伟南路60号洪湖购物公园6栋1单元1-1164商铺一层,"点唱机,店内参观,手机点餐"
湖北省,武汉市,百胜餐饮(武汉)有限公司向阳东路,洲头鹦鹉大道530号前进生鲜购物广场一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司盘龙壳牌加油站,环湖路与畅谷二路交叉口,
湖北省,武汉市,百胜餐饮(武汉)有限公司印象城,冶金大道与工业一路交叉口印象城一楼肯德基,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司野芷湖地铁站,地铁7号线野芷湖站,
湖北省,武汉市,百胜餐饮(武汉)有限公司云尚广场,中山大道386--396号云尚武汉国际中心A016号商铺,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司百瑞景,中南路街武珞路586号商业街2号楼2-4-6号一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司印象城,冶金大道与工业一路交叉口印象城一楼肯德基,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司东西湖中百,吴家山台商投资区综合楼房1层,手机点餐
湖北省,宜昌市,百胜餐饮(武汉)有限公司宜昌博物馆KCOFFEE,柏临河路求索广场西侧,景点店
湖北省,武汉市,百胜餐饮(武汉)有限公司之寓未来,新技术开发区未来科技城顶冠峰路光谷国际人才自由港武汉未来科技城青年社区1号楼一层,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司光谷朗诗,新技术开发区高新二路333号武汉光谷朗诗城六期23号底商1层10号,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司江夏欧亚达,大桥新区红旗村文化路西欧亚达项目,手机点餐
湖北省,孝感市,百胜餐饮(武汉)有限公司应城蒲阳大道KCOFFEE,蒲阳大道应城中央广场,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司武汉华为,东湖高新技术开发区九峰三路207号A4楼栋一楼,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司国创山姆,高新大道456号1-19B号商铺,
湖北省,武汉市,百胜餐饮(武汉)有限公司华润二十四城,径河街华润二十四城第2幢1-2层8商号房,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司武大信息学部,珞喻路39号武汉大学信息学部2舍架空一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司金色港湾,经济技术开发区东风大道金色港湾四期46号中百仓储一层,手机点餐
湖北省,孝感市,百胜餐饮(武汉)有限公司应城蒲阳大道咖啡车,蒲阳大道应城中央广场,手机点餐
湖北省,荆门市,百胜餐饮(武汉)有限公司京山雅斯,新市镇京源大道雅斯超市一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司汉口北,汉口北南一路汉口北国际贸易城B6-Z8一层商铺,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司德成大厦咖啡小站,欢乐大道1号德成国贸中心外广场ST-04场地,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司兰亭盛荟,江堤中路124号广电兰亭盛荟四期S3商业栋1层16/17/18号商铺,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司国金天地,解放大道与新华路交汇处越秀国金天地购物中心B1层B1024单元,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司白沙龙湖,光霞路与白沙三路交汇处东北角（龙湖白沙天街B馆）一层铺位编号B-1F-34,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司欣隆壹号公馆,江城大道358号欣隆壹号公馆4栋1层商1号,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司胜利丰园,张家湾街胜利村胜利丰园18栋悦活里超市一层,
湖北省,武汉市,百胜餐饮(武汉)有限公司阳光100,藏龙岛办事处栗庙村阳光100大湖第四期53栋A区1层4、5室一层,"点唱机,手机点餐"
湖北省,武汉市,百胜餐饮(武汉)有限公司印象中心KCOFFEE,和平大道1278号室外S-L1-XZL06位置,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司武汉站西,武汉站0米层核心区WHZ.1F.S.036号,"精选店,手机点餐"
湖北省,荆州市,百胜餐饮(武汉)有限公司公安宏泰上城DT,斗湖堤镇梅园大道5号宏泰上城3号楼101、102、103号商铺,
湖北省,荆门市,百胜餐饮(武汉)有限公司京山联合广场KCOFFEE,新市镇人民大道南侧联合广场一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司华发外滩荟,南京路武汉中心医院急诊斜对面,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司巢立方DT,盘龙城经济开发区汤云海路2号盘龙古肆巢立方25栋一层5室商6室,火车站店
湖北省,武汉市,云创城,层（商铺号：102）洪兴巷以北，工大路以西，武汉理工大学科技孵化楼二期（理工云创城）第3号楼一,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司金融港K-COFFEE,东湖新技术开发区光谷大道金融港B21栋1F6号商铺,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司中山公园外卖点,解放大道1265号地铁2号线中山公园站内,手机点餐
湖北省,黄石市,百胜餐饮(武汉)有限公司阳新铜锣湾广场,阳新大道与彭山大道交汇处铜锣湾广场一层,
湖北省,武汉市,百胜餐饮(武汉)有限公司鲁广电信营业厅K-Coffee,珞喻路724号数码港1楼,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司南湖大华,文馨街大华南湖公园世家1-S1商铺1层102室,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司司门口,民主路118号1层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司沙湖公园KCOFFEE,公正路沙湖公园C区,手机点餐
湖北省,宜昌市,百胜餐饮(武汉)有限公司沿江路咖啡车,沿江大道万达广场1号门外肯德基咖啡车,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司中山公园KCOFFEE,中山公园啜茗轩茶楼空地,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司华发外滩荟,南京路武汉中心医院急诊斜对面,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司招商公园1872,文选路2号招商公园1872项目A3-2地块花园里商业栋1层28号、29号商一层,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司东湖绿道K-coffee,东湖绿道一期中的位于碧浪临轩驿站空地,手机点餐
湖北省,黄石市,百胜餐饮(武汉)有限公司黄石湖滨大道DT,枫叶山路以东B地块一层,
湖北省,恩施土家族苗族自治州,百胜餐饮(武汉)有限公司恩施民族大学,舞阳坝街道办事处学院39号湖北民族大学三洼学生食堂(现东苑餐厅)一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司武汉站东,武汉站0米层核心区WHZ.1F.S.008号,"精选店,手机点餐"
湖北省,武汉市,百胜餐饮(武汉)有限公司幸福时代,章树村龙腾大道217号幸福时代一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司佳园路,东湖开发区华光大道5-2#号一层,
湖北省,随州市,百胜餐饮(武汉)有限公司海翼美岁天地,海翼汉东至尊4号商业楼1-4层01号1层,
湖北省,武汉市,百胜餐饮(武汉)有限公司青宜居,和平大道1580号青城阳光1栋号1层4号商铺,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司江夏永旺,大桥产业园红旗村永旺梦乐城一层1011号商铺,
湖北省,武汉市,百胜餐饮(武汉)有限公司印象中心KCOFFEE,和平大道1278号室外S-L1-XZL06位置,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司MAX科技园,庙山办事处普安村MAX科技园项目6号楼一层,手机点餐
湖北省,襄阳市,百胜餐饮(武汉)有限公司襄江商场,大庆东路长征路9-27-8号一层,手机点餐
湖北省,恩施土家族苗族自治州,百胜餐饮(武汉)有限公司巴东沿江路,信陵镇沿江路132号（巴东美美百货）一层,汽车穿梭店
湖北省,荆州市,百胜餐饮(武汉)有限公司中央半岛,荆江路西侧中央半岛01幢一层18007218106,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司武汉南湖大道,东湖新技术开发区曙光村雄庄路曙光星城D区一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司豹澥社区,东湖高新区高新四路202号三眼桥小区（豹澥街新建还建房C11C12）南区商业街一层,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司光明坊DT,华盛路98号农房城市花苑14栋1-2层文化创作室9号/10号/11号一层,手机点餐
湖北省,黄石市,百胜餐饮(武汉)有限公司阳新铜锣湾广场,阳新大道与彭山大道交汇处铜锣湾广场一层,
湖北省,武汉市,百胜餐饮(武汉)有限公司鲁广电信营业厅K-Coffee,珞喻路724号数码港1楼,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司司门口,民主路118号1层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司沙湖公园KCOFFEE,公正路沙湖公园C区,手机点餐
湖北省,宜昌市,百胜餐饮(武汉)有限公司沿江路咖啡车,沿江大道万达广场1号门外肯德基咖啡车,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司智电云广场DT,经济开发区车城南路85号一层,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司江夏联投大厦KCOFFEE,大桥新区文化大道399号联投大厦一楼,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司文体汇,石桥村兴业路59号文体汇项目一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司中商里自行车KCOFFEE,珞喻路726号中商世界里鲁巷广场购物中心F1,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司尚璟瑞府DT,航城东路16号尚璟瑞府一期12栋一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司南湖大华,文馨街大华南湖公园世家1-S1商铺1层102室,手机点餐
湖北省,武汉市,云创城,层（商铺号：102）洪兴巷以北，工大路以西，武汉理工大学科技孵化楼二期（理工云创城）第3号楼一,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司金融港K-COFFEE,东湖新技术开发区光谷大道金融港B21栋1F6号商铺,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司江夏联投大厦KCOFFEE,大桥新区文化大道399号联投大厦一楼,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司智电云广场DT,经济开发区车城南路85号一层,火车站店
湖北省,黄石市,百胜餐饮(武汉)有限公司大冶吾悦,高铁大道西侧大冶吾悦广场1001商铺,
湖北省,武汉市,百胜餐饮(武汉)有限公司文体汇,石桥村兴业路59号文体汇项目一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司武汉站西,武汉站0米层核心区WHZ.1F.S.036号,"精选店,手机点餐"
湖北省,荆州市,百胜餐饮(武汉)有限公司公安宏泰上城DT,斗湖堤镇梅园大道5号宏泰上城3号楼101、102、103号商铺,
湖北省,武汉市,百胜餐饮(武汉)有限公司中山公园外卖点,解放大道1265号地铁2号线中山公园站内,手机点餐
湖北省,荆门市,百胜餐饮(武汉)有限公司京山联合广场KCOFFEE,新市镇人民大道南侧联合广场一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司中商里自行车KCOFFEE,珞喻路726号中商世界里鲁巷广场购物中心F1,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司尚璟瑞府DT,航城东路16号尚璟瑞府一期12栋一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司巢立方DT,盘龙城经济开发区汤云海路2号盘龙古肆巢立方25栋一层5室商6室,火车站店
湖北省,黄石市,百胜餐饮(武汉)有限公司黄石湖滨大道DT,枫叶山路以东B地块一层,
湖北省,武汉市,百胜餐饮(武汉)有限公司招商公园1872,文选路2号招商公园1872项目A3-2地块花园里商业栋1层28号、29号商一层,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司东湖绿道K-coffee,东湖绿道一期中的位于碧浪临轩驿站空地,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司武汉站东,武汉站0米层核心区WHZ.1F.S.008号,"精选店,手机点餐"
湖北省,武汉市,百胜餐饮(武汉)有限公司幸福时代,章树村龙腾大道217号幸福时代一层,手机点餐
湖北省,黄石市,百胜餐饮(武汉)有限公司大冶吾悦,高铁大道西侧大冶吾悦广场1001商铺,
湖北省,武汉市,百胜餐饮(武汉)有限公司豹澥社区,东湖高新区高新四路202号三眼桥小区（豹澥街新建还建房C11C12）南区商业街一层,火车站店
湖北省,武汉市,百胜餐饮(武汉)有限公司江夏永旺,大桥产业园红旗村永旺梦乐城一层1011号商铺,
湖北省,武汉市,百胜餐饮(武汉)有限公司光明坊DT,华盛路98号农房城市花苑14栋1-2层文化创作室9号/10号/11号一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司青宜居,和平大道1580号青城阳光1栋号1层4号商铺,手机点餐
湖北省,恩施土家族苗族自治州,百胜餐饮(武汉)有限公司恩施民族大学,舞阳坝街道办事处学院39号湖北民族大学三洼学生食堂(现东苑餐厅)一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司中山公园KCOFFEE,中山公园啜茗轩茶楼空地,手机点餐
湖北省,荆州市,百胜餐饮(武汉)有限公司中央半岛,荆江路西侧中央半岛01幢一层18007218106,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司武汉南湖大道,东湖新技术开发区曙光村雄庄路曙光星城D区一层,手机点餐
湖北省,武汉市,百胜餐饮(武汉)有限公司佳园路,东湖开发区华光大道5-2#号一层,
湖北省,随州市,百胜餐饮(武汉)有限公司海翼美岁天地,海翼汉东至尊4号商业楼1-4层01号1层,
湖北省,武汉市,百胜餐饮(武汉)有限公司MAX科技园,庙山办事处普安村MAX科技园项目6号楼一层,手机点餐
湖北省,襄阳市,百胜餐饮(武汉)有限公司襄江商场,大庆东路长征路9-27-8号一层,手机点餐
湖北省,恩施土家族苗族自治州,百胜餐饮(武汉)有限公司巴东沿江路,信陵镇沿江路132号（巴东美美百货）一层,汽车穿梭店
湖南省,长沙市,星沙,星沙镇长沙通程商业广场,"Wi-Fi,点唱机,店内参观,礼品卡"
湖南省,长沙市,长沙高铁到达层,武广高铁长沙南站西广场到达层出站口餐厅,"Wi-Fi,礼品卡"
湖南省,长沙市,华晨,万家丽路与长沙大道交汇处华晨世纪广场1F肯德基餐厅,"Wi-Fi,点唱机,礼品卡"
湖南省,长沙市,长沙大道,长沙大道与沙湾路交汇处好润佳超市一楼肯德基,"Wi-Fi,点唱机,店内参观,礼品卡"
湖南省,长沙市,长沙登高路,登高路（东方红广场后面岳麓山登山路口）,"Wi-Fi,点唱机,店内参观,手机点餐"
湖南省,长沙市,长沙东站,张公岭远大一路远通苑一层,"Wi-Fi,店内参观"
湖南省,长沙市,长沙肯德基有限公司梅溪湖,东方红南路657号步步高梅溪新天地一层,"Wi-Fi,点唱机,店内参观,火车站店"
湖南省,长沙市,芙蓉南站,芙蓉区长株潭城际铁路长沙芙蓉南站候车大厅2号,"Wi-Fi,店内参观"
湖南省,长沙市,时代奥莱,金州新区金水东路与欧洲北路交汇处东北角长沙时代奥特莱斯一层C区,"Wi-Fi,点唱机,店内参观"
湖南省,长沙市,湘龙路,长沙县星沙镇土桥村、高沙村湘龙路以北长沙保利广场一层,"Wi-Fi,点唱机,店内参观"
湖南省,长沙市,板仓路,长沙经开区板仓南路以西南山路以南中茂商业广场负一楼,"Wi-Fi,点唱机,店内参观"
湖南省,怀化市,长沙肯德基有限公司怀化高铁出发,湖天南路高铁怀化南站出发层商业网点位置编号怀3-3,点唱机
湖南省,长沙市,百联奥莱,长沙县黄金大道以西、天祥路以南长沙临空经济区百联奥特莱斯购物广场（一期）路一层,"Wi-Fi,店内参观"
湖南省,长沙市,砂之船肯德基,望城区金星大道砂之船(长沙)奥莱项目LG层,"Wi-Fi,店内参观"
湖南省,长沙市,小塘路,长沙县泉塘街道小塘路81号紫云阁1、2、3栋101号商铺,"Wi-Fi,点唱机,店内参观"
广西,北海市,北海吾悦,长沙路6号】新城吾悦广场【1035】号商铺,"Wi-Fi,点唱机,店内参观"
广西,北海市,北海吾悦,长沙路6号】新城吾悦广场【1035】号商铺,"Wi-Fi,点唱机,店内参观"
广东省,江门市,开平,长沙西郊路22号首层,"Wi-Fi,点唱机,店内参观"
湖南省,长沙市,长沙西服务区北区,宁乡县长沙西服务区北区,"Wi-Fi,精选店"
广东省,江门市,开平,长沙西郊路22号首层,"Wi-Fi,点唱机,店内参观"
湖南省,长沙市,长沙西服务区北区,宁乡县长沙西服务区北区,"Wi-Fi,精选店"
湖南省,长沙市,长沙西服务区南区,宁乡县长沙西服务区南区,"Wi-Fi,点唱机,精选店"
湖南省,长沙市,长沙西服务区南区,宁乡县长沙西服务区南区,"Wi-Fi,点唱机,精选店"
湖南省,长沙市,A区检票口A8/9右侧肯德基,长沙南火车站安检内出发大厅长3-33-1号店铺,"店内参观,精选店"
湖南省,长沙市,A区检票口A8/9右侧肯德基,长沙南火车站安检内出发大厅长3-33-1号店铺,"店内参观,精选店"
湖南省,长沙市,溪悦荟,长沙万家丽路与香樟路交汇处,Wi-Fi
湖南省,长沙市,溪悦荟,长沙万家丽路与香樟路交汇处,Wi-Fi
湖南省,长沙市,长沙屿,05号汇金路877号嘉华智谷产业园（长沙屿）项目Q1、A2、A3栋一层102-1,"Wi-Fi,店内参观"
湖南省,长沙市,长沙屿,05号汇金路877号嘉华智谷产业园（长沙屿）项目Q1、A2、A3栋一层102-1,"Wi-Fi,店内参观"
广东省,江门市,天悦汇,长沙街道开平大道1号16幢首层127号,"24小时,Wi-Fi,点唱机,店内参观"
湖南省,长沙市,长沙爱尔总部,赤岭路街道芙蓉南路以西、白兰路以南爱尔总部大厦2#栋一层,店内参观
湖南省,长沙市,长沙爱尔总部,赤岭路街道芙蓉南路以西、白兰路以南爱尔总部大厦2#栋一层,店内参观
湖南省,株洲市,长沙肯德基有限公司醴陵服务区南区,板杉镇醴陵高速醴陵服务区南区,"Wi-Fi,精选店"
湖南省,长沙市,长沙广济桥,芙蓉区梓园路39号长天大厦一层101铺,"Wi-Fi,点唱机,店内参观"
湖南省,长沙市,长沙宜家荟聚,坪塘大道与洋湖大道交叉口东南角长沙荟聚中心L2层2D01T号物业,"Wi-Fi,手机点餐"
湖南省,长沙市,长沙绿地中心,芙蓉中路绿地中心一层A-109号商铺,"Wi-Fi,点唱机,店内参观"
湖南省,长沙市,长沙财富大厦,洪山路289号理想智慧大厦第1栋一层107&108号商铺,Wi-Fi
湖南省,长沙市,长沙世景天虹,开元路以南、东三路以东天虹商场一层,"Wi-Fi,点唱机,店内参观"
湖南省,长沙市,长沙星城天地,井湾子街道湘府东路二段398号步步高星城天地项目LG层013&014号商铺,"Wi-Fi,店内参观,手机点餐"
湖南省,长沙市,长沙星城天地,井湾子街道湘府东路二段398号步步高星城天地项目LG层013&014号商铺,"Wi-Fi,店内参观,手机点餐"
湖南省,长沙市,长沙肯德基有限公司长沙广发隆平KCOFFEE,雄天路118号长沙现代服务业产业园1号102-01室,手机点餐
湖南省,长沙市,长沙富力星光,庙湾路与滨柳路交汇处,"Wi-Fi,手机点餐"
湖南省,长沙市,长沙洪山路,福元西路508号五矿长沙Live购物广场一层L127、L128商铺,"Wi-Fi,点唱机,店内参观"
湖南省,长沙市,长沙银星路,星城镇金甲村金星北路与银星路交汇处星巢PARK一层,"Wi-Fi,手机点餐"
湖南省,长沙市,长沙医学院,雷锋大道东侧富兴学府名邸一期商业1#栋106-111号,手机点餐
湖南省,长沙市,长沙洪山路,福元西路508号五矿长沙Live购物广场一层L127、L128商铺,"Wi-Fi,点唱机,店内参观"
湖南省,长沙市,长沙富力星光,庙湾路与滨柳路交汇处,"Wi-Fi,手机点餐"
湖南省,长沙市,长沙橄榄城,星沙东四路29号橄榄城A1号栋1层101-103号商铺,手机点餐
湖南省,长沙市,长沙肯德基有限公司长沙广发隆平KCOFFEE,雄天路118号长沙现代服务业产业园1号102-01室,手机点餐
湖南省,长沙市,长沙橄榄城,星沙东四路29号橄榄城A1号栋1层101-103号商铺,手机点餐
湖南省,长沙市,长沙坡子街,云玺潮汇S1层1001-1号,"Wi-Fi,手机点餐"
湖南省,长沙市,长沙坡子街,云玺潮汇S1层1001-1号,"Wi-Fi,手机点餐"
湖南省,长沙市,长沙银星路,星城镇金甲村金星北路与银星路交汇处星巢PARK一层,"Wi-Fi,手机点餐"
湖南省,长沙市,长沙医学院,雷锋大道东侧富兴学府名邸一期商业1#栋106-111号,手机点餐
湖南省,长沙市,长沙肯德基有限公司长沙中南大学KCOFFEE,中南大学南校区升华12栋负一层,手机点餐
湖南省,长沙市,长沙天健城,天健芙蓉盛世花园三期（天健城）南区S2商业裙楼房一层112-115,手机点餐
湖南省,长沙市,长沙天健城,天健芙蓉盛世花园三期（天健城）南区S2商业裙楼房一层112-115,手机点餐
湖南省,长沙市,长沙肯德基有限公司长沙中南大学KCOFFEE,中南大学南校区升华12栋负一层,手机点餐
湖南省,长沙市,长沙月湖,万家丽北路藏珑湖上国际花园3期2栋一层2-129-1、2-130-1、2-131-1号商铺,手机点餐
湖南省,长沙市,长沙天麓,雷锋大道609号天麓小区二期天麓喜欢里一层10078-10083号商铺,手机点餐
湖南省,长沙市,长沙月湖,万家丽北路藏珑湖上国际花园3期2栋一层2-129-1、2-130-1、2-131-1号商铺,手机点餐
湖南省,长沙市,长沙天麓,雷锋大道609号天麓小区二期天麓喜欢里一层10078-10083号商铺,手机点餐
湖南省,长沙市,长沙云栖路,云栖路556号南山十里天池22栋117-119号商铺,"Wi-Fi,手机点餐"
湖南省,长沙市,长沙云栖路,云栖路556号南山十里天池22栋117-119号商铺,"Wi-Fi,手机点餐"
湖南省,长沙市,长沙肯德基有限公司竞中心KCOFFEE,尖山路18号中电软件园二期B7栋一楼,手机点餐
湖南省,长沙市,长沙湘江壹号,芙蓉北路秀峰街道兴联村兴联路29号湘江壹号小区五期负一层商业140号、139号、138号,
湖南省,长沙市,长沙圭塘路,莲湖村井湾子街道万境水岸对面莲湖生活安置项目D栋1层,
湖南省,长沙市,长沙圭塘路,莲湖村井湾子街道万境水岸对面莲湖生活安置项目D栋1层,
湖南省,长沙市,长沙肯德基有限公司竞中心KCOFFEE,尖山路18号中电软件园二期B7栋一楼,手机点餐
湖南省,长沙市,长沙明宸府,时代阳光大道长房明宸府一栋一层208号,手机点餐
湖南省,长沙市,长沙湘江壹号,芙蓉北路秀峰街道兴联村兴联路29号湘江壹号小区五期负一层商业140号、139号、138号,
湖南省,长沙市,长沙文艺路口,韶山北路155号文化广场一层,
湖南省,长沙市,长沙明宸府,时代阳光大道长房明宸府一栋一层208号,手机点餐
湖南省,长沙市,长沙文艺路口,韶山北路155号文化广场一层,
湖南省,长沙市,长沙滨江金融中心,龙湖春江郦园项目商业三组团T2-A栋143-149号商铺,手机点餐
湖南省,长沙市,长沙滨江金融中心,龙湖春江郦园项目商业三组团T2-A栋143-149号商铺,手机点餐
湖南省,郴州市,长沙肯德基有限公司汝城郴义路,铂金公馆一层商铺,手机点餐
湖南省,衡阳市,长沙肯德基有限公司衡阳南华大学,红湘校区咖啡屋一层,手机点餐
湖南省,常德市,长沙肯德基有限公司大小河街KCOFFEE,大小河街神鼎门,手机点餐
湖南省,长沙市,长沙明昇壹城,黎托乡劳动东路明昇壹城二期粟塘路与黎托路交汇处西北角A4栋103、104号,手机点餐
湖南省,常德市,长沙肯德基有限公司大小河街KCOFFEE,大小河街神鼎门,手机点餐
